sujeto,Time_s,RF,BF,VM,ST,FX
9Nmar,2.589,-0.0053,-0.0068,-0.0068,0.0082,42.2
9Nmar,2.59,-0.0053,-0.0046,-0.0068,0.0112,42.3
9Nmar,2.591,-0.0068,-0.0046,-0.0038,0.0142,42.5
9Nmar,2.592,-0.0053,-0.0015,-0.003,0.015,42.6
9Nmar,2.593,-0.0038,0.0,-0.0008,0.0165,42.7
9Nmar,2.594,-0.0015,-0.0015,0.0,0.0142,42.8
9Nmar,2.595,-0.0023,0.0007,-0.0008,0.0127,42.9
9Nmar,2.596,-0.003,0.0007,0.0015,0.012,43.0
9Nmar,2.597,-0.003,-0.0015,0.0015,0.0127,43.1
9Nmar,2.598,-0.0046,-0.003,0.0037,0.012,43.2
9Nmar,2.599,-0.0015,-0.0038,0.0045,0.0082,43.3
9Nmar,2.6,-0.0015,-0.003,0.0037,0.0082,43.5
9Nmar,2.601,-0.0015,-0.003,0.003,0.0067,43.5
9Nmar,2.602,-0.0008,-0.0023,0.003,0.0052,43.6
9Nmar,2.603,-0.0008,-0.0015,0.0015,0.003,43.6
9Nmar,2.604,0.0,-0.0015,0.0015,0.0022,43.7
9Nmar,2.605,-0.0008,-0.0023,0.0045,0.003,43.8
9Nmar,2.606,-0.0008,-0.0023,0.0052,0.003,43.8
9Nmar,2.607,0.0007,-0.0015,0.0052,0.003,43.9
9Nmar,2.608,0.0015,-0.0008,0.0052,0.0015,43.9
9Nmar,2.609,0.0015,0.0007,0.0045,0.003,44.0
9Nmar,2.61,0.0015,0.0037,0.0037,0.0045,44.1
9Nmar,2.611,-0.0008,0.0075,0.0045,0.0045,44.1
9Nmar,2.612,-0.0008,0.0127,0.003,0.0022,44.2
9Nmar,2.613,-0.0008,0.0135,0.0015,0.0015,44.2
9Nmar,2.614,-0.0015,0.0127,0.003,0.0007,44.3
9Nmar,2.615,-0.0008,0.0135,0.0022,0.0007,44.4
9Nmar,2.616,0.0,0.0142,0.0037,0.0,44.4
9Nmar,2.617,0.0007,0.015,0.0037,-0.0008,44.5
9Nmar,2.618,0.0007,0.0127,0.0045,0.0007,44.5
9Nmar,2.619,0.0007,0.009,0.0052,-0.0023,44.6
9Nmar,2.62,0.0,0.0082,0.0045,-0.0015,44.6
9Nmar,2.621,-0.0008,0.006,0.003,-0.0023,44.7
9Nmar,2.622,-0.0008,0.0037,0.003,-0.0023,44.7
9Nmar,2.623,-0.0008,0.0015,0.0045,0.0,44.7
9Nmar,2.624,0.0,0.0007,0.0067,-0.0015,44.7
9Nmar,2.625,-0.0008,-0.0015,0.0045,0.0,44.8
9Nmar,2.626,-0.0008,-0.006,0.003,0.0015,44.8
9Nmar,2.627,-0.0008,-0.0068,0.003,0.0015,44.8
9Nmar,2.628,-0.0008,-0.0068,0.0022,0.0022,44.8
9Nmar,2.629,-0.0015,-0.0053,0.003,0.0015,44.8
9Nmar,2.63,-0.0015,-0.0068,0.0015,0.003,44.9
9Nmar,2.631,-0.0015,-0.0075,0.0,0.003,44.9
9Nmar,2.632,-0.003,-0.0068,0.0,0.0015,44.9
9Nmar,2.633,-0.0015,-0.006,-0.0008,0.0007,45.0
9Nmar,2.634,-0.0023,-0.0053,-0.0015,-0.0008,45.0
9Nmar,2.635,-0.0023,-0.0053,-0.0023,-0.0015,45.0
9Nmar,2.636,-0.0015,-0.0046,-0.0008,-0.003,45.0
9Nmar,2.637,-0.0008,-0.0046,0.0,-0.0015,45.0
9Nmar,2.638,-0.0008,-0.0038,-0.0015,-0.0015,45.0
9Nmar,2.639,-0.0015,-0.003,0.0,-0.0023,45.0
9Nmar,2.64,0.0,-0.003,-0.0015,-0.0015,45.1
9Nmar,2.641,0.0037,-0.003,-0.003,-0.0008,45.1
9Nmar,2.642,0.0082,-0.0015,-0.003,-0.0008,45.1
9Nmar,2.643,0.0112,-0.0015,-0.0038,-0.003,45.1
9Nmar,2.644,0.0105,-0.0023,-0.0053,-0.0038,45.1
9Nmar,2.645,0.0097,-0.0046,-0.0046,-0.003,45.1
9Nmar,2.646,0.0075,-0.0046,-0.0038,-0.0023,45.1
9Nmar,2.647,0.0037,-0.0023,-0.0053,-0.0046,45.1
9Nmar,2.648,0.0015,-0.003,-0.0053,-0.0046,45.1
9Nmar,2.649,0.0015,-0.003,-0.0038,-0.003,45.1
9Nmar,2.65,0.0007,-0.0046,-0.0038,-0.003,45.1
9Nmar,2.651,-0.0008,-0.0083,-0.003,-0.0046,45.1
9Nmar,2.652,-0.0015,-0.0098,-0.0038,-0.0046,45.1
9Nmar,2.653,-0.0015,-0.0105,-0.0015,-0.0038,45.1
9Nmar,2.654,-0.003,-0.0105,0.0007,-0.0046,45.1
9Nmar,2.655,-0.003,-0.0105,0.0007,-0.0046,45.2
9Nmar,2.656,-0.0046,-0.012,-0.0008,-0.0053,45.2
9Nmar,2.657,-0.0046,-0.0128,-0.0015,-0.0053,45.2
9Nmar,2.658,-0.0046,-0.0113,-0.003,-0.006,45.2
9Nmar,2.659,-0.0053,-0.0105,-0.0038,-0.006,45.2
9Nmar,2.66,-0.0046,-0.0091,-0.003,-0.0083,45.2
9Nmar,2.661,-0.0046,-0.006,-0.0038,-0.0091,45.2
9Nmar,2.662,-0.0053,-0.0046,-0.003,-0.0098,45.1
9Nmar,2.663,-0.0053,-0.003,-0.0015,-0.0105,45.1
9Nmar,2.664,-0.0053,-0.003,-0.0008,-0.012,45.0
9Nmar,2.665,-0.006,-0.0015,0.0007,-0.0135,45.0
9Nmar,2.666,-0.0068,-0.003,0.0015,-0.012,45.0
9Nmar,2.667,-0.0068,-0.0038,0.0015,-0.0113,45.0
9Nmar,2.668,-0.0068,-0.003,0.0022,-0.0128,44.9
9Nmar,2.669,-0.0046,-0.0046,0.003,-0.0128,44.9
9Nmar,2.67,-0.0038,-0.003,0.0037,-0.0113,44.8
9Nmar,2.671,-0.0046,-0.0008,0.0045,-0.0113,44.8
9Nmar,2.672,-0.0046,0.003,0.0052,-0.0098,44.7
9Nmar,2.673,-0.0053,0.0045,0.0045,-0.0091,44.7
9Nmar,2.674,-0.0038,0.0052,0.0022,-0.0091,44.6
9Nmar,2.675,-0.003,0.006,0.003,-0.0083,44.6
9Nmar,2.676,-0.0046,0.0067,0.003,-0.0091,44.6
9Nmar,2.677,-0.0046,0.0082,0.0022,-0.0083,44.5
9Nmar,2.678,-0.0038,0.0075,0.0015,-0.006,44.5
9Nmar,2.679,-0.003,0.0075,0.0007,-0.0068,44.5
9Nmar,2.68,-0.0038,0.0075,-0.0008,-0.006,44.4
9Nmar,2.681,-0.0038,0.0067,-0.0015,-0.003,44.3
9Nmar,2.682,-0.0053,0.0052,-0.0015,-0.0015,44.2
9Nmar,2.683,-0.0046,0.003,-0.003,-0.0023,44.1
9Nmar,2.684,-0.0038,0.0045,-0.003,-0.003,44.1
9Nmar,2.685,-0.0023,0.0052,-0.003,-0.0015,44.0
9Nmar,2.686,-0.003,0.0045,-0.0015,-0.0015,43.9
9Nmar,2.687,-0.0038,0.0045,-0.0015,-0.0008,43.8
9Nmar,2.688,-0.003,0.0052,-0.0008,0.0007,43.7
9Nmar,2.689,-0.003,0.0045,-0.0008,0.0015,43.6
9Nmar,2.69,-0.0015,0.0022,-0.0008,0.0015,43.5
9Nmar,2.691,-0.0023,0.0045,-0.0015,0.0007,43.4
9Nmar,2.692,-0.003,0.0052,-0.0008,0.0,43.3
9Nmar,2.693,-0.003,0.003,-0.0008,0.0007,43.2
9Nmar,2.694,-0.003,0.0015,0.0,0.0015,43.1
9Nmar,2.695,-0.0046,0.003,0.0007,0.0007,43.0
9Nmar,2.696,-0.0038,0.0,0.003,0.003,42.9
9Nmar,2.697,-0.0015,-0.0015,0.0037,0.0052,42.8
9Nmar,2.698,-0.0015,-0.0015,0.0045,0.006,42.7
9Nmar,2.699,-0.003,-0.003,0.0045,0.0052,42.7
9Nmar,2.7,-0.0023,-0.0046,0.0045,0.006,42.5
9Nmar,2.701,-0.0008,-0.003,0.003,0.006,42.5
9Nmar,2.702,-0.0015,-0.0023,0.0015,0.0052,42.3
9Nmar,2.703,-0.0008,-0.0015,0.003,0.0045,42.3
9Nmar,2.704,-0.0015,0.0007,0.0,0.0045,42.1
9Nmar,2.705,-0.003,0.0007,-0.0008,0.003,42.0
9Nmar,2.706,-0.0015,0.0015,-0.0015,0.0,41.9
9Nmar,2.707,-0.0038,0.0022,-0.0046,0.0007,41.8
9Nmar,2.708,-0.0023,0.0015,-0.0038,0.0,41.7
9Nmar,2.709,-0.003,0.003,-0.003,-0.0008,41.6
9Nmar,2.71,-0.0038,0.0015,-0.0015,-0.0015,41.5
9Nmar,2.711,-0.0053,0.0045,-0.0015,-0.0023,41.4
9Nmar,2.712,-0.0053,0.0045,-0.0008,-0.0008,41.3
9Nmar,2.713,-0.0038,0.003,0.0,0.0007,41.2
9Nmar,2.714,-0.0038,0.0052,0.0007,0.0015,41.0
9Nmar,2.715,-0.0015,0.003,0.0015,0.0007,40.9
9Nmar,2.716,-0.0015,0.0,-0.0008,-0.0038,40.9
9Nmar,2.717,-0.003,-0.0015,-0.0008,-0.006,40.7
9Nmar,2.718,-0.0015,0.0007,-0.0008,-0.0113,40.6
9Nmar,2.719,-0.0015,0.0,-0.0008,-0.015,40.5
9Nmar,2.72,-0.0015,-0.0083,-0.0008,-0.0143,40.4
9Nmar,2.721,-0.0023,-0.012,0.0007,-0.0143,40.3
9Nmar,2.722,-0.0023,-0.0008,0.0007,-0.0128,40.1
9Nmar,2.723,-0.0008,0.0045,0.0022,-0.0113,40.0
9Nmar,2.724,0.0007,0.006,0.0015,-0.0135,39.9
9Nmar,2.725,0.0,0.0067,-0.0008,-0.0158,39.7
9Nmar,2.726,0.0007,0.0,-0.003,-0.0135,39.6
9Nmar,2.727,-0.0008,-0.0008,-0.0046,-0.0105,39.4
9Nmar,2.728,-0.0008,-0.0015,-0.0053,-0.0068,39.3
9Nmar,2.729,-0.0008,0.0015,-0.0068,-0.003,39.1
9Nmar,2.73,-0.003,0.003,-0.0053,0.0015,39.0
9Nmar,2.731,-0.0008,0.0067,-0.0053,0.0067,38.9
9Nmar,2.732,0.0007,0.0202,-0.0046,0.0135,38.7
9Nmar,2.733,-0.0015,0.0277,-0.003,0.018,38.6
9Nmar,2.734,0.0007,0.0165,-0.0046,0.0112,38.5
9Nmar,2.735,0.0015,0.0015,-0.0008,0.006,38.3
9Nmar,2.736,0.0022,0.0,-0.0008,0.0067,38.2
9Nmar,2.737,0.0015,-0.0015,-0.0008,0.0052,38.0
9Nmar,2.738,0.0007,-0.003,-0.0008,0.0045,37.9
9Nmar,2.739,-0.0008,-0.0053,-0.0008,0.0045,37.8
9Nmar,2.74,-0.003,-0.0068,-0.0008,0.006,37.6
9Nmar,2.741,-0.0023,-0.0105,0.0007,0.0052,37.4
9Nmar,2.742,-0.0015,-0.0143,0.003,0.003,37.3
9Nmar,2.743,-0.003,-0.0248,0.0037,0.0,37.1
9Nmar,2.744,-0.003,-0.0346,0.003,-0.0015,36.9
9Nmar,2.745,-0.0023,-0.0293,0.0015,0.0007,36.7
9Nmar,2.746,-0.003,-0.0248,0.0015,0.0007,36.5
9Nmar,2.747,-0.0023,-0.0165,0.0007,0.0022,36.4
9Nmar,2.748,-0.0023,-0.0083,-0.0008,0.0045,36.2
9Nmar,2.749,-0.003,-0.0038,0.0007,0.0075,36.0
9Nmar,2.75,-0.0038,0.0217,0.0022,0.0142,35.8
9Nmar,2.751,-0.0015,0.0675,0.0015,0.018,35.7
9Nmar,2.752,-0.0008,0.1012,0.0,0.0105,35.5
9Nmar,2.753,-0.0008,0.0585,-0.0015,-0.0008,35.3
9Nmar,2.754,-0.0008,-0.0256,-0.0023,-0.003,35.1
9Nmar,2.755,-0.0008,-0.0383,-0.0008,-0.0023,35.0
9Nmar,2.756,-0.0008,-0.0398,-0.0015,-0.0068,34.8
9Nmar,2.757,-0.0023,-0.0675,-0.0053,-0.0091,34.6
9Nmar,2.758,-0.0015,-0.0458,-0.0053,-0.0023,34.4
9Nmar,2.759,-0.0008,-0.0173,-0.006,0.0052,34.2
9Nmar,2.76,-0.0008,0.0262,-0.0053,0.009,34.0
9Nmar,2.761,-0.0023,0.0847,-0.0046,0.0165,33.8
9Nmar,2.762,-0.0038,0.0547,-0.003,0.0127,33.6
9Nmar,2.763,-0.003,0.0007,-0.0008,0.0052,33.4
9Nmar,2.764,-0.003,-0.012,-0.0008,0.0045,33.2
9Nmar,2.765,-0.003,-0.0278,-0.0008,0.0052,32.9
9Nmar,2.766,-0.003,-0.0293,0.0,0.003,32.7
9Nmar,2.767,-0.003,-0.0083,-0.0008,0.0037,32.5
9Nmar,2.768,-0.003,0.009,0.0007,0.0067,32.3
9Nmar,2.769,-0.0023,0.0195,0.0015,0.0067,32.0
9Nmar,2.77,-0.0015,0.0075,0.0,-0.003,31.8
9Nmar,2.771,-0.0046,-0.0353,-0.0015,-0.0203,31.5
9Nmar,2.772,-0.0038,-0.048,-0.003,-0.0181,31.3
9Nmar,2.773,-0.003,-0.0338,-0.003,-0.012,31.1
9Nmar,2.774,-0.003,-0.0383,-0.0053,-0.0105,30.9
9Nmar,2.775,-0.0015,-0.0383,-0.003,-0.0046,30.6
9Nmar,2.776,-0.0015,-0.0383,-0.0008,-0.0008,30.4
9Nmar,2.777,-0.0008,-0.0285,0.0007,0.0052,30.2
9Nmar,2.778,0.0,-0.0195,0.003,0.0142,30.0
9Nmar,2.779,0.0,-0.021,0.0015,0.018,29.7
9Nmar,2.78,0.0,-0.0233,0.0007,0.0127,29.5
9Nmar,2.781,0.0007,0.0247,0.0015,0.0135,29.2
9Nmar,2.782,-0.0008,0.0915,0.0015,0.015,29.0
9Nmar,2.783,-0.0008,0.057,0.0022,0.0067,28.8
9Nmar,2.784,-0.0015,0.0007,0.0007,-0.0008,28.5
9Nmar,2.785,-0.0015,-0.0203,0.0,-0.0068,28.2
9Nmar,2.786,0.0015,-0.0398,0.0045,-0.0053,27.9
9Nmar,2.787,0.0022,-0.0443,0.0052,-0.0046,27.7
9Nmar,2.788,-0.0015,-0.0511,0.0007,-0.0135,27.4
9Nmar,2.789,-0.003,-0.057,0.0,-0.0218,27.2
9Nmar,2.79,-0.0008,-0.075,-0.0015,-0.027,26.9
9Nmar,2.791,0.0,-0.0908,-0.0008,-0.0225,26.7
9Nmar,2.792,0.0015,-0.0713,0.0,-0.0083,26.4
9Nmar,2.793,0.003,-0.0361,0.0015,0.0082,26.1
9Nmar,2.794,0.003,0.0232,0.0015,0.0202,25.9
9Nmar,2.795,0.0,0.0292,0.0007,0.0067,25.6
9Nmar,2.796,-0.003,-0.0398,0.0015,-0.0083,25.4
9Nmar,2.797,-0.0038,0.0487,0.003,0.0037,25.1
9Nmar,2.798,-0.0023,0.2062,0.0075,0.0097,24.8
9Nmar,2.799,-0.003,0.186,0.0052,0.0082,24.6
9Nmar,2.8,-0.0053,0.0787,0.0015,-0.0068,24.3
9Nmar,2.801,-0.006,-0.0165,0.0007,-0.0128,24.1
9Nmar,2.802,-0.0053,0.0225,0.0045,0.0,23.8
9Nmar,2.803,-0.0046,0.153,0.0045,0.006,23.6
9Nmar,2.804,-0.0046,0.1957,0.0015,0.0052,23.3
9Nmar,2.805,-0.0015,0.1035,0.003,-0.0046,23.0
9Nmar,2.806,0.0007,-0.003,0.0022,-0.0068,22.8
9Nmar,2.807,0.003,-0.0353,-0.0008,-0.0068,22.5
9Nmar,2.808,0.0045,-0.0593,-0.003,-0.0105,22.3
9Nmar,2.809,0.0037,-0.0495,-0.003,-0.012,22.0
9Nmar,2.81,0.0045,-0.0165,-0.0015,-0.0158,21.7
9Nmar,2.811,0.003,-0.0181,0.0,-0.0181,21.5
9Nmar,2.812,0.0007,-0.0698,0.0015,-0.0203,21.2
9Nmar,2.813,-0.0008,-0.0893,0.0,-0.0203,21.0
9Nmar,2.814,-0.0068,-0.0856,-0.0015,-0.0181,20.7
9Nmar,2.815,-0.0158,-0.075,0.0007,-0.0091,20.5
9Nmar,2.816,-0.0165,-0.0346,0.0015,-0.0105,20.2
9Nmar,2.817,-0.0068,-0.003,0.0015,-0.0256,19.9
9Nmar,2.818,0.006,-0.0091,0.003,-0.0263,19.7
9Nmar,2.819,0.0135,0.003,0.003,-0.0165,19.4
9Nmar,2.82,0.0105,0.0367,0.0037,-0.0046,19.1
9Nmar,2.821,0.0082,0.0097,0.003,0.0157,18.9
9Nmar,2.822,0.0052,0.0067,0.0015,0.0135,18.7
9Nmar,2.823,-0.0015,-0.0091,0.0015,0.0127,18.4
9Nmar,2.824,-0.0046,0.0015,0.0,0.0397,18.2
9Nmar,2.825,-0.0038,0.0352,0.0022,0.06,18.0
9Nmar,2.826,-0.0015,0.0075,0.0052,0.0592,17.7
9Nmar,2.827,-0.0008,0.018,0.0052,0.0315,17.5
9Nmar,2.828,-0.003,0.0195,0.003,0.0082,17.2
9Nmar,2.829,-0.0105,0.0052,0.0007,0.0052,17.0
9Nmar,2.83,-0.012,-0.0263,-0.0015,-0.0083,16.7
9Nmar,2.831,-0.0091,-0.048,-0.003,-0.0091,16.5
9Nmar,2.832,-0.0068,-0.0293,-0.003,-0.0046,16.2
9Nmar,2.833,-0.0068,-0.012,-0.0008,-0.003,16.0
9Nmar,2.834,-0.0075,-0.0053,0.0007,0.003,15.7
9Nmar,2.835,-0.0083,-0.0353,0.0015,0.0067,15.5
9Nmar,2.836,-0.0105,-0.0383,0.003,0.0165,15.3
9Nmar,2.837,-0.0105,-0.0375,0.003,0.0112,15.0
9Nmar,2.838,-0.0083,-0.0623,0.0022,-0.0053,14.8
9Nmar,2.839,-0.0068,-0.0488,0.0007,-0.012,14.5
9Nmar,2.84,-0.0053,-0.0383,-0.0008,-0.012,14.2
9Nmar,2.841,-0.0068,-0.0398,-0.0015,-0.012,14.0
9Nmar,2.842,-0.0083,-0.0046,-0.003,-0.0225,13.9
9Nmar,2.843,-0.0091,0.0592,-0.0023,-0.0436,13.6
9Nmar,2.844,-0.0068,0.033,-0.0015,-0.0525,13.5
9Nmar,2.845,-0.0023,-0.0818,-0.0023,-0.0495,13.2
9Nmar,2.846,-0.0008,-0.117,-0.0015,-0.0465,13.0
9Nmar,2.847,0.0015,-0.1223,-0.0008,-0.033,12.9
9Nmar,2.848,-0.0008,-0.1095,0.0007,-0.0113,12.6
9Nmar,2.849,-0.0023,-0.0675,0.0015,0.0,12.5
9Nmar,2.85,-0.0015,0.0405,0.0045,0.0165,12.2
9Nmar,2.851,0.0,0.204,0.0045,0.042,12.0
9Nmar,2.852,0.0007,0.144,0.0015,0.0577,11.8
9Nmar,2.853,-0.0008,0.0795,0.0007,0.0465,11.6
9Nmar,2.854,-0.0015,0.0855,0.003,0.0322,11.4
9Nmar,2.855,-0.0008,0.0195,0.0015,0.0382,11.2
9Nmar,2.856,0.0015,0.0555,-0.0046,0.03,11.0
9Nmar,2.857,0.003,0.1537,-0.0068,0.0202,10.8
9Nmar,2.858,0.003,0.246,-0.0068,0.0232,10.6
9Nmar,2.859,0.003,0.1792,-0.0068,0.0082,10.4
9Nmar,2.86,0.0045,0.0307,-0.0046,-0.0225,10.2
9Nmar,2.861,0.0037,-0.0968,-0.0091,-0.0375,10.0
9Nmar,2.862,-0.0023,-0.1545,-0.0113,-0.0503,9.9
9Nmar,2.863,-0.0075,-0.1523,-0.0105,-0.057,9.7
9Nmar,2.864,-0.0053,-0.1426,-0.0091,-0.0473,9.5
9Nmar,2.865,0.0007,-0.1185,-0.006,-0.045,9.4
9Nmar,2.866,0.0015,-0.0818,-0.0046,-0.0158,9.2
9Nmar,2.867,0.0007,0.054,-0.0015,0.0195,9.0
9Nmar,2.868,0.0,0.1327,-0.0008,0.0345,8.9
9Nmar,2.869,0.0007,0.1732,0.0007,0.054,8.7
9Nmar,2.87,-0.0053,0.15,-0.003,0.0705,8.5
9Nmar,2.871,-0.0083,0.027,-0.0046,0.0652,8.4
9Nmar,2.872,0.003,0.0157,0.0022,0.0345,8.2
9Nmar,2.873,0.0165,0.0765,0.0052,0.0255,8.1
9Nmar,2.874,0.024,0.0705,0.0075,0.033,7.9
9Nmar,2.875,0.0202,-0.0346,0.0067,0.018,7.7
9Nmar,2.876,0.0082,-0.0691,0.0015,-0.0008,7.6
9Nmar,2.877,-0.0046,-0.06,-0.003,-0.0195,7.4
9Nmar,2.878,-0.0143,-0.1095,-0.003,-0.0368,7.2
9Nmar,2.879,-0.024,-0.1185,0.003,-0.0368,7.1
9Nmar,2.88,-0.03,-0.1125,0.0067,-0.0165,6.8
9Nmar,2.881,-0.0285,-0.099,0.0097,-0.0053,6.7
9Nmar,2.882,-0.0293,-0.0803,0.009,-0.0083,6.6
9Nmar,2.883,-0.0293,-0.0593,0.0067,-0.003,6.5
9Nmar,2.884,-0.0195,-0.0113,0.0067,0.0052,6.4
9Nmar,2.885,-0.003,0.0345,0.0052,0.0165,6.3
9Nmar,2.886,0.0037,0.0772,0.003,0.0292,6.1
9Nmar,2.887,0.0022,0.1087,0.0007,0.0217,6.0
9Nmar,2.888,0.0022,0.0765,0.0007,-0.012,5.8
9Nmar,2.889,0.0015,0.0105,0.0037,-0.0368,5.7
9Nmar,2.89,0.0067,-0.0653,0.0045,-0.0443,5.6
9Nmar,2.891,0.0105,-0.0818,0.0045,-0.0503,5.5
9Nmar,2.892,0.0142,-0.0833,0.0037,-0.054,5.3
9Nmar,2.893,0.015,-0.1185,0.0007,-0.0458,5.2
9Nmar,2.894,0.0105,-0.0593,0.003,-0.0195,5.1
9Nmar,2.895,0.0112,0.0075,0.0097,0.0075,4.9
9Nmar,2.896,0.012,0.057,0.0105,0.0255,4.8
9Nmar,2.897,0.0082,0.0277,0.003,0.0345,4.7
9Nmar,2.898,0.0037,-0.0181,-0.0008,0.018,4.6
9Nmar,2.899,-0.0015,0.141,-0.003,0.0142,4.5
9Nmar,2.9,-0.0046,0.2692,-0.0046,0.018,4.3
9Nmar,2.901,-0.0053,0.114,-0.0038,0.003,4.2
9Nmar,2.902,-0.0083,-0.0923,-0.0046,0.0,4.2
9Nmar,2.903,-0.0143,-0.0788,-0.0068,-0.0105,4.1
9Nmar,2.904,-0.0195,-0.1028,-0.0105,-0.0091,4.0
9Nmar,2.905,-0.012,-0.1058,-0.0105,-0.0046,3.9
9Nmar,2.906,-0.0038,-0.0555,-0.0068,-0.0158,3.9
9Nmar,2.907,0.0007,0.0015,0.0037,-0.0053,3.8
9Nmar,2.908,0.0165,0.126,0.009,0.0,3.7
9Nmar,2.909,0.024,0.1455,0.0052,0.009,3.6
9Nmar,2.91,0.0112,0.1185,0.0037,-0.003,3.6
9Nmar,2.911,-0.0015,-0.0195,0.0022,-0.0158,3.5
9Nmar,2.912,-0.0075,-0.063,0.0015,-0.0158,3.4
9Nmar,2.913,-0.0173,-0.063,-0.0038,-0.0413,3.3
9Nmar,2.914,-0.0263,-0.1245,-0.0105,-0.0465,3.2
9Nmar,2.915,-0.0278,-0.066,-0.0113,-0.045,3.1
9Nmar,2.916,-0.021,-0.0383,0.0037,-0.0428,3.1
9Nmar,2.917,-0.0091,0.0225,0.018,-0.0233,3.0
9Nmar,2.918,-0.006,0.0532,0.012,-0.0015,2.9
9Nmar,2.919,0.0067,0.012,0.0,0.0075,2.9
9Nmar,2.92,0.0217,-0.0203,-0.0113,0.0195,2.7
9Nmar,2.921,0.03,-0.0053,-0.0158,0.0585,2.7
9Nmar,2.922,0.0345,0.045,-0.0098,0.069,2.7
9Nmar,2.923,0.0187,0.0705,-0.0105,0.0457,2.6
9Nmar,2.924,0.0097,0.1012,-0.0135,0.0315,2.6
9Nmar,2.925,0.0082,0.0735,-0.0053,0.0217,2.6
9Nmar,2.926,0.0037,0.0592,-0.0008,-0.0015,2.6
9Nmar,2.927,-0.0008,-0.024,0.0007,-0.0308,2.5
9Nmar,2.928,-0.0053,-0.1523,-0.003,-0.0458,2.5
9Nmar,2.929,-0.0105,-0.2041,-0.006,-0.0555,2.4
9Nmar,2.93,-0.0218,-0.2213,-0.0091,-0.0465,2.4
9Nmar,2.931,-0.0346,-0.1515,-0.0113,-0.0293,2.4
9Nmar,2.932,-0.03,-0.1313,-0.0091,-0.015,2.3
9Nmar,2.933,-0.0181,-0.0353,-0.0053,0.027,2.3
9Nmar,2.934,-0.015,0.1215,0.0007,0.0697,2.2
9Nmar,2.935,-0.0105,0.3112,0.0075,0.1035,2.2
9Nmar,2.936,-0.003,0.4897,0.0157,0.1087,2.2
9Nmar,2.937,0.0045,0.3637,0.018,0.0855,2.2
9Nmar,2.938,0.006,0.138,0.012,0.0337,2.1
9Nmar,2.939,0.009,-0.024,0.0082,-0.0233,2.1
9Nmar,2.94,0.0172,-0.0638,0.0052,-0.0308,2.0
9Nmar,2.941,0.0187,-0.0533,0.009,-0.0346,2.0
9Nmar,2.942,0.0217,-0.0645,0.0202,-0.0338,2.0
9Nmar,2.943,0.0105,-0.0383,0.0202,-0.027,2.1
9Nmar,2.944,-0.0181,-0.0585,0.009,-0.0346,2.1
9Nmar,2.945,-0.024,-0.054,-0.0008,-0.033,2.1
9Nmar,2.946,-0.0038,-0.0555,-0.0083,-0.0181,2.2
9Nmar,2.947,0.0232,-0.0488,-0.0105,0.0007,2.2
9Nmar,2.948,0.018,-0.0443,-0.012,-0.0015,2.2
9Nmar,2.949,-0.0008,-0.0825,-0.0046,-0.0091,2.2
9Nmar,2.95,0.0007,-0.1013,0.0,-0.0158,2.3
9Nmar,2.951,0.009,-0.0938,-0.0068,-0.0165,2.3
9Nmar,2.952,0.0277,-0.057,-0.0091,-0.015,2.3
9Nmar,2.953,0.081,-0.057,-0.0091,-0.0105,2.3
9Nmar,2.954,0.114,-0.0548,-0.0053,0.003,2.4
9Nmar,2.955,0.0517,-0.0533,-0.0038,-0.0128,2.4
9Nmar,2.956,-0.0068,-0.0803,-0.0038,-0.0315,2.4
9Nmar,2.957,-0.0338,-0.0938,-0.0046,-0.0413,2.5
9Nmar,2.958,-0.06,-0.075,-0.0068,-0.0315,2.5
9Nmar,2.959,-0.054,-0.0308,-0.0053,-0.0053,2.5
9Nmar,2.96,-0.0668,0.003,-0.0053,0.0082,2.6
9Nmar,2.961,-0.0721,0.0367,-0.0068,0.0405,2.6
9Nmar,2.962,-0.0706,0.0862,-0.0068,0.0652,2.7
9Nmar,2.963,-0.0871,0.1845,-0.0046,0.0652,2.8
9Nmar,2.964,-0.0698,0.2062,-0.0008,0.048,2.9
9Nmar,2.965,-0.0165,0.1102,0.0,0.0315,3.0
9Nmar,2.966,0.0315,0.036,0.0015,0.0022,3.1
9Nmar,2.967,0.0562,-0.1028,0.0075,-0.0346,3.1
9Nmar,2.968,0.0577,-0.09,0.0075,-0.0293,3.2
9Nmar,2.969,0.0405,-0.0158,-0.0083,-0.0375,3.3
9Nmar,2.97,0.0285,-0.0706,-0.0158,-0.03,3.4
9Nmar,2.971,0.0367,-0.0405,-0.0188,-0.0173,3.4
9Nmar,2.972,0.0457,-0.0256,-0.0181,-0.0068,3.5
9Nmar,2.973,0.033,0.0495,-0.0023,0.0097,3.6
9Nmar,2.974,0.0105,0.1125,0.0015,-0.0053,3.6
9Nmar,2.975,-0.0091,0.0705,0.0105,0.0075,3.7
9Nmar,2.976,-0.0195,0.0345,0.018,0.0232,3.8
9Nmar,2.977,-0.0278,0.0165,0.0255,0.027,3.9
9Nmar,2.978,-0.0368,0.0345,0.027,0.0142,4.0
9Nmar,2.979,-0.03,0.0307,0.0202,-0.0091,4.0
9Nmar,2.98,-0.024,-0.0038,0.0202,-0.012,4.1
9Nmar,2.981,-0.0256,-0.012,0.018,-0.0091,4.2
9Nmar,2.982,-0.0285,0.084,0.0112,0.0097,4.2
9Nmar,2.983,-0.033,0.0975,0.0045,0.0202,4.3
